id;es_text;mood;tense;verb;pronoun;fr_text;audio_url;conj_fr;conj_es;valid
3168701;Sé lo que ellos quieren que haga.;Subjonctif;Présent;hacer;yo;Je sais ce qu'ils veulent que je fasse.;https://audio.tatoeba.org/sentences/spa/3168701.mp3;que je fasse;haga;1
3168703;Sé lo que ellas quieren que haga.;Subjonctif;Présent;hacer;yo;Je sais ce qu'ils veulent que je fasse.;https://audio.tatoeba.org/sentences/spa/3168703.mp3;que je fasse;haga;1
3214738;Mira cómo lo hago.;Indicatif;Présent;hacer;yo;Regarde comment je le fais !;https://audio.tatoeba.org/sentences/spa/3214738.mp3;je fais;hago;1
3298456;¿Cómo hago para abrir el capó?;Indicatif;Présent;hacer;yo;Comment est-ce que j'ouvre le capot ?;https://audio.tatoeba.org/sentences/spa/3298456.mp3;je fais;hago;1
3523377;¿Entonces ahora qué hago?;Indicatif;Présent;hacer;yo;Que fais-je donc maintenant ?;https://audio.tatoeba.org/sentences/spa/3523377.mp3;je fais;hago;1
3562847;Me hago cargo de Tom.;Indicatif;Présent;hacer;yo;Je prends soin de Tom.;https://audio.tatoeba.org/sentences/spa/3562847.mp3;je fais;hago;1
3601603;Me alegro que me haga esa pregunta.;Subjonctif;Présent;hacer;yo;Je suis contente que tu aies demandé ça.;https://audio.tatoeba.org/sentences/spa/3601603.mp3;que je fasse;haga;1
3855103;Quiero que me haga una promesa.;Subjonctif;Présent;hacer;yo;Je veux que vous me promettiez quelque chose.;https://audio.tatoeba.org/sentences/spa/3855103.mp3;que je fasse;haga;1
3864875;¿Qué hago después?;Indicatif;Présent;hacer;yo;Qu'est-ce que je fais ensuite ?;https://audio.tatoeba.org/sentences/spa/3864875.mp3;je fais;hago;1
4102972;Estaré allí haga frío o calor.;Subjonctif;Présent;hacer;yo;Je serai là qu'il pleuve ou qu'il vente.;https://audio.tatoeba.org/sentences/spa/4102972.mp3;que je fasse;haga;1
4317537;Yo hago ejercicio.;Indicatif;Présent;hacer;yo;Je fais de l'exercice.;https://audio.tatoeba.org/sentences/spa/4317537.mp3;je fais;hago;1
4398466;Yo sé lo que haría.;Conditionnel;Présent;hacer;yo;Je sais ce que je ferais.;https://audio.tatoeba.org/sentences/spa/4398466.mp3;je ferais;haría;1
4587397;Yo jamás haría eso.;Conditionnel;Présent;hacer;yo;Je ne ferais jamais ça.;https://audio.tatoeba.org/sentences/spa/4587397.mp3;je ferais;haría;1
4776804;¿Qué quieres exactamente que haga?;Subjonctif;Présent;hacer;yo;Que veux-tu que je fasse, exactement ?;https://audio.tatoeba.org/sentences/spa/4776804.mp3;que je fasse;haga;1
4958832;Haga una lista.;Subjonctif;Présent;hacer;yo;Faites une liste !;https://audio.tatoeba.org/sentences/spa/4958832.mp3;que je fasse;haga;1
4991716;Tom no haría eso.;Conditionnel;Présent;hacer;yo;Tom ne ferait pas ça.;https://audio.tatoeba.org/sentences/spa/4991716.mp3;je ferais;haría;1
5116990;Casi lo hago.;Indicatif;Présent;hacer;yo;Je l'ai presque fait.;https://audio.tatoeba.org/sentences/spa/5116990.mp3;je fais;hago;1
5630740;Si pudiera quedarme más tiempo, lo haría.;Conditionnel;Présent;hacer;yo;Si je pouvais rester plus longtemps, je le ferais.;https://audio.tatoeba.org/sentences/spa/5630740.mp3;je ferais;haría;1
5834102;Yo hago las normas.;Indicatif;Présent;hacer;yo;Je fais les règles.;https://audio.tatoeba.org/sentences/spa/5834102.mp3;je fais;hago;1
5920896;Estoy intentando convencer a Tom para que lo haga.;Subjonctif;Présent;hacer;yo;J'essaie de convaincre Tom pour qu'il le fasse.;https://audio.tatoeba.org/sentences/spa/5920896.mp3;que je fasse;haga;1
5967322;¿Por qué lo hago?;Indicatif;Présent;hacer;yo;Pourquoi est-ce que je fais ça ?;https://audio.tatoeba.org/sentences/spa/5967322.mp3;je fais;hago;1
6671385;No importa lo que él haga, él lo hace bien.;Subjonctif;Présent;hacer;yo;Quoi qu’il fasse, il le fait bien.;https://audio.tatoeba.org/sentences/spa/6671385.mp3;que je fasse;haga;1
6672127;Todos los días me hago más de cien kilómetros.;Indicatif;Présent;hacer;yo;Chaque jour, je fais plus d'une centaine de kilomètres.;https://audio.tatoeba.org/sentences/spa/6672127.mp3;je fais;hago;1
6704573;No me haga volver allí.;Subjonctif;Présent;hacer;yo;Ne m'obligez pas à y retourner.;https://audio.tatoeba.org/sentences/spa/6704573.mp3;que je fasse;haga;1
6704576;No me haga ir.;Subjonctif;Présent;hacer;yo;Ne m'oblige pas à y aller.;https://audio.tatoeba.org/sentences/spa/6704576.mp3;que je fasse;haga;1
6704582;Por favor, no me haga ir.;Subjonctif;Présent;hacer;yo;S'il te plaît, ne m'oblige pas à y aller.;https://audio.tatoeba.org/sentences/spa/6704582.mp3;que je fasse;haga;1
6712754;Por favor, haga algo.;Subjonctif;Présent;hacer;yo;Fais quelque chose, s'il te plaît.;https://audio.tatoeba.org/sentences/spa/6712754.mp3;que je fasse;haga;1
6741078;Lo hago en mi tiempo libre.;Indicatif;Présent;hacer;yo;Je fais ça pendant mon temps libre.;https://audio.tatoeba.org/sentences/spa/6741078.mp3;je fais;hago;1
6843407;Espero que nos haga buen tiempo mañana.;Subjonctif;Présent;hacer;yo;J'espère qu'il fera beau demain.;https://audio.tatoeba.org/sentences/spa/6843407.mp3;que je fasse;haga;1
6851317;La mayoría de la gente no lo haría así.;Conditionnel;Présent;hacer;yo;La plupart des gens ne le feraient pas comme ça.;https://audio.tatoeba.org/sentences/spa/6851317.mp3;je ferais;haría;1
6877647;Si tuviese tiempo para hacerlo, lo haría.;Conditionnel;Présent;hacer;yo;Si j'avais le temps de faire ça, je le ferais.;https://audio.tatoeba.org/sentences/spa/6877647.mp3;je ferais;haría;1
6877691;Si tuviera tiempo de hacerlo, lo haría.;Conditionnel;Présent;hacer;yo;Si j'avais le temps de faire ça, je le ferais.;https://audio.tatoeba.org/sentences/spa/6877691.mp3;je ferais;haría;1
6889109;Necesito concluir esta tarea antes de que se haga de noche.;Subjonctif;Présent;hacer;yo;Je dois terminer ce travail avant qu'il ne fasse nuit.;https://audio.tatoeba.org/sentences/spa/6889109.mp3;que je fasse;haga;1
7412186;Lo hago una vez a la semana.;Indicatif;Présent;hacer;yo;Je fais ça une fois par semaine.;https://audio.tatoeba.org/sentences/spa/7412186.mp3;je fais;hago;1
7412187;Lo hago una vez por semana.;Indicatif;Présent;hacer;yo;Je fais ça une fois par semaine.;https://audio.tatoeba.org/sentences/spa/7412187.mp3;je fais;hago;1
7551129;¿Qué hago ahora?;Indicatif;Présent;hacer;yo;Que dois-je faire maintenant ?;https://audio.tatoeba.org/sentences/spa/7551129.mp3;je fais;hago;1
7559638;Lo hago una vez al año.;Indicatif;Présent;hacer;yo;Je le fais une fois par an.;https://audio.tatoeba.org/sentences/spa/7559638.mp3;je fais;hago;1
7666599;Lo hago desde hace años.;Indicatif;Présent;hacer;yo;Je fais ça depuis des années.;https://audio.tatoeba.org/sentences/spa/7666599.mp3;je fais;hago;1
7795092;Sabes que haría lo que fuese para ayudarte.;Conditionnel;Présent;hacer;yo;Tu sais que je ferais n'importe quoi pour t'aider.;https://audio.tatoeba.org/sentences/spa/7795092.mp3;je ferais;haría;1
8773687;"Haz lo que digo; no hagas lo que yo hago.";Indicatif;Présent;hacer;yo;"Faites ce que je dis; ne faites pas ce que je fais.";https://audio.tatoeba.org/sentences/spa/8773687.mp3;je fais;hago;1
8917266;Estoy dispuesto a hacer todo lo que haga falta para mejorar.;Subjonctif;Présent;hacer;yo;Je suis disposé à faire tout ce qu'il faut pour m'améliorer.;https://audio.tatoeba.org/sentences/spa/8917266.mp3;que je fasse;haga;1
9707019;No sé qué haría yo sin ti.;Conditionnel;Présent;hacer;yo;J'ignore ce que je ferais sans vous.;https://audio.tatoeba.org/sentences/spa/9707019.mp3;je ferais;haría;1
9771740;Lo hago de esa manera.;Indicatif;Présent;hacer;yo;Je fais ça de cette façon.;https://audio.tatoeba.org/sentences/spa/9771740.mp3;je fais;hago;1
9823856;Lo hago siempre.;Indicatif;Présent;hacer;yo;Je le fais toujours.;https://audio.tatoeba.org/sentences/spa/9823856.mp3;je fais;hago;1
9823858;Todavía lo hago.;Indicatif;Présent;hacer;yo;Je le fais toujours.;https://audio.tatoeba.org/sentences/spa/9823858.mp3;je fais;hago;1
10097424;¿Te parece bien si te hago unas pocas preguntas sobre tu historial médico?;Indicatif;Présent;hacer;yo;Vous permettez que je vous pose quelques questions sur vos antécédents médicaux ?;https://audio.tatoeba.org/sentences/spa/10097424.mp3;je fais;hago;1
10097425;¿Le parece bien si le hago unas pocas preguntas sobre su historial médico?;Indicatif;Présent;hacer;yo;Vous permettez que je vous pose quelques questions sur vos antécédents médicaux ?;https://audio.tatoeba.org/sentences/spa/10097425.mp3;je fais;hago;1
10618157;No te preocupes, sé muy bien lo que hago.;Indicatif;Présent;hacer;yo;Ne t'inquiète pas, je sais très bien ce que je fais.;https://audio.tatoeba.org/sentences/spa/10618157.mp3;je fais;hago;1
12017890;No hago ninguna promesa.;Indicatif;Présent;hacer;yo;Je n'ai pas fait de promesses.;https://audio.tatoeba.org/sentences/spa/12017890.mp3;je fais;hago;1
2659;Pero en serio, el episodio 21 casi me hizo llorar de risa.;Indicatif;Prétérit;hacer;él;Mais sérieusement, l'épisode 21 m'a presque fait pleurer de rire.;https://audio.tatoeba.org/sentences/spa/2659.mp3;il fit;hizo;1
330075;Por fin el autobús hizo una parada.;Indicatif;Prétérit;hacer;él;Finalement, le bus s'arrêta.;https://audio.tatoeba.org/sentences/spa/330075.mp3;il fit;hizo;1
330652;Sé que él hizo eso.;Indicatif;Prétérit;hacer;él;Je sais qu'il l'a fait.;https://audio.tatoeba.org/sentences/spa/330652.mp3;il fit;hizo;1
330681;Ese día hizo frío, además comenzó a llover.;Indicatif;Prétérit;hacer;él;Il faisait froid ce jour-là, et il commença en outre à pleuvoir.;https://audio.tatoeba.org/sentences/spa/330681.mp3;il fit;hizo;1
339183;Ella me hizo esperar más de una hora.;Indicatif;Prétérit;hacer;él;Elle me laissa attendre plus d'une heure.;https://audio.tatoeba.org/sentences/spa/339183.mp3;il fit;hizo;1
341889;Él me hizo esperar una hora.;Indicatif;Prétérit;hacer;él;Il m'a fait attendre pendant une heure.;https://audio.tatoeba.org/sentences/spa/341889.mp3;il fit;hizo;1
342286;Él hizo un disparo a voleo.;Indicatif;Prétérit;hacer;él;Il tira un coup au hasard.;https://audio.tatoeba.org/sentences/spa/342286.mp3;il fit;hizo;1
342770;Ella me hizo un vestido maravilloso.;Indicatif;Prétérit;hacer;él;Elle m'a confectionné une jolie robe.;https://audio.tatoeba.org/sentences/spa/342770.mp3;il fit;hizo;1
342906;Él no pudo cumplir la promesa que hizo a su padre.;Indicatif;Prétérit;hacer;él;Il n'a pas pu remplir la promesse qu’il a faite à son père.;https://audio.tatoeba.org/sentences/spa/342906.mp3;il fit;hizo;1
343573;¿Qué crees que hizo él?;Indicatif;Prétérit;hacer;él;Que crois-tu qu'il a fait ?;https://audio.tatoeba.org/sentences/spa/343573.mp3;il fit;hizo;1
344034;Él hizo el trabajo por sus propios medios.;Indicatif;Prétérit;hacer;él;Il fit le travail par ses propres moyens.;https://audio.tatoeba.org/sentences/spa/344034.mp3;il fit;hizo;1
345805;Él hizo felices a sus padres.;Indicatif;Prétérit;hacer;él;Il a rendu ses parents heureux.;https://audio.tatoeba.org/sentences/spa/345805.mp3;il fit;hizo;1
357278;Ella se hizo actriz.;Indicatif;Prétérit;hacer;él;Elle devint actrice.;https://audio.tatoeba.org/sentences/spa/357278.mp3;il fit;hizo;1
358622;Mi tía me hizo una falda nueva.;Indicatif;Prétérit;hacer;él;Ma tante m'a fait une nouvelle jupe.;https://audio.tatoeba.org/sentences/spa/358622.mp3;il fit;hizo;1
439831;¿Qué tiempo hizo ayer?;Indicatif;Prétérit;hacer;él;Quel temps faisait-il hier ?;https://audio.tatoeba.org/sentences/spa/439831.mp3;il fit;hizo;1
445762;Le dijeron que se levantase, y él lo hizo lentamente.;Indicatif;Prétérit;hacer;él;On lui dit de se lever, et il le fit lentement.;https://audio.tatoeba.org/sentences/spa/445762.mp3;il fit;hizo;1
453552;Él me hizo su asistente.;Indicatif;Prétérit;hacer;él;Il fit de moi son assistant.;https://audio.tatoeba.org/sentences/spa/453552.mp3;il fit;hizo;1
515921;John hizo una estantería.;Indicatif;Prétérit;hacer;él;John a fait une étagère.;https://audio.tatoeba.org/sentences/spa/515921.mp3;il fit;hizo;1
534282;La medicina hizo maravillas.;Indicatif;Prétérit;hacer;él;Ce médicament a fait des miracles.;https://audio.tatoeba.org/sentences/spa/534282.mp3;il fit;hizo;1
537723;Él se cayó y se hizo daño en la pierna.;Indicatif;Prétérit;hacer;él;Il est tombé et s'est fait mal à la jambe.;https://audio.tatoeba.org/sentences/spa/537723.mp3;il fit;hizo;1
543386;Ella me hizo una pregunta.;Indicatif;Prétérit;hacer;él;Elle m'a posé une question.;https://audio.tatoeba.org/sentences/spa/543386.mp3;il fit;hizo;1
551360;Su sueño se hizo realidad.;Indicatif;Prétérit;hacer;él;Son rêve s'était réalisé.;https://audio.tatoeba.org/sentences/spa/551360.mp3;il fit;hizo;1
560834;Mi tío hizo una fortuna.;Indicatif;Prétérit;hacer;él;Mon oncle possède une fortune.;https://audio.tatoeba.org/sentences/spa/560834.mp3;il fit;hizo;1
568111;El abogado le advirtió a su cliente que no testificara, pero él lo hizo de todos modos.;Indicatif;Prétérit;hacer;él;L'avocat a déconseillé à son client de témoigner, mais il l'a fait quand même.;https://audio.tatoeba.org/sentences/spa/568111.mp3;il fit;hizo;1
571848;Ella le hizo feliz.;Indicatif;Prétérit;hacer;él;Il l'a rendue heureuse.;https://audio.tatoeba.org/sentences/spa/571848.mp3;il fit;hizo;1
573043;Se arrepiente de lo que hizo.;Indicatif;Prétérit;hacer;él;Il regrette ce qu'il a fait.;https://audio.tatoeba.org/sentences/spa/573043.mp3;il fit;hizo;1
573044;Lamenta lo que hizo.;Indicatif;Prétérit;hacer;él;Il regrette ce qu'il a fait.;https://audio.tatoeba.org/sentences/spa/573044.mp3;il fit;hizo;1
580190;Mi padre me hizo lavar el coche.;Indicatif;Prétérit;hacer;él;Mon père m'a obligé à laver la voiture.;https://audio.tatoeba.org/sentences/spa/580190.mp3;il fit;hizo;1
589178;Él lo hizo por el dinero.;Indicatif;Prétérit;hacer;él;Il a fait cela pour l'argent.;https://audio.tatoeba.org/sentences/spa/589178.mp3;il fit;hizo;1
594634;Él lo hizo lo mejor que pudo, de otra manera no habría conseguido el primer premio.;Indicatif;Prétérit;hacer;él;Il a fait de son mieux, autrement il n'aurait pas eu le premier prix.;https://audio.tatoeba.org/sentences/spa/594634.mp3;il fit;hizo;1
600224;Tu carta me hizo feliz.;Indicatif;Prétérit;hacer;él;Ta lettre m'a rendu heureux.;https://audio.tatoeba.org/sentences/spa/600224.mp3;il fit;hizo;1
606977;La ciudad se hizo popular gracias al parque de atracciones construido el año pasado.;Indicatif;Prétérit;hacer;él;La ville est devenue populaire grâce au parc d'attractions construit l'an dernier.;https://audio.tatoeba.org/sentences/spa/606977.mp3;il fit;hizo;1
610860;Él no hizo nada malo.;Indicatif;Prétérit;hacer;él;Il n'a rien fait de mal.;https://audio.tatoeba.org/sentences/spa/610860.mp3;il fit;hizo;1
617640;Él no lo hizo aposta.;Indicatif;Prétérit;hacer;él;Il ne l'a pas fait exprès.;https://audio.tatoeba.org/sentences/spa/617640.mp3;il fit;hizo;1
642260;Él hizo que ella limpiara el cuarto.;Indicatif;Prétérit;hacer;él;Il lui a fait ranger la pièce.;https://audio.tatoeba.org/sentences/spa/642260.mp3;il fit;hizo;1
672110;Aoi se hizo bailarina.;Indicatif;Prétérit;hacer;él;Aoi est devenue danseuse.;https://audio.tatoeba.org/sentences/spa/672110.mp3;il fit;hizo;1
690729;Ella lo hizo con facilidad.;Indicatif;Prétérit;hacer;él;Elle le fit facilement.;https://audio.tatoeba.org/sentences/spa/690729.mp3;il fit;hizo;1
692711;¿Qué la hizo enfadarse tanto?;Indicatif;Prétérit;hacer;él;Qu'est-ce qui l'a mise tant en colère ?;https://audio.tatoeba.org/sentences/spa/692711.mp3;il fit;hizo;1
693815;Lo hizo todo ella sola.;Indicatif;Prétérit;hacer;él;Elle l'a fait toute seule.;https://audio.tatoeba.org/sentences/spa/693815.mp3;il fit;hizo;1
700258;El mes pasado hizo mucho frío.;Indicatif;Prétérit;hacer;él;Il a fait très froid le mois dernier.;https://audio.tatoeba.org/sentences/spa/700258.mp3;il fit;hizo;1
709358;Sé por qué lo hizo.;Indicatif;Prétérit;hacer;él;Je sais pourquoi il a fait ça.;https://audio.tatoeba.org/sentences/spa/709358.mp3;il fit;hizo;1
717401;Tom se hizo daño.;Indicatif;Prétérit;hacer;él;Tom s'est fait mal.;https://audio.tatoeba.org/sentences/spa/717401.mp3;il fit;hizo;1
728877;¿Quién hizo el mono de nieve?;Indicatif;Prétérit;hacer;él;Qui a fait le bonhomme de neige ?;https://audio.tatoeba.org/sentences/spa/728877.mp3;il fit;hizo;1
728927;El Sr. Brown hizo que su hijo aprendiera chino.;Indicatif;Prétérit;hacer;él;Monsieur Brown a fait apprendre le chinois à son fils.;https://audio.tatoeba.org/sentences/spa/728927.mp3;il fit;hizo;1
729420;¿Quién hizo el muñeco de nieve?;Indicatif;Prétérit;hacer;él;Qui a fait le bonhomme de neige ?;https://audio.tatoeba.org/sentences/spa/729420.mp3;il fit;hizo;1
730521;Él me hizo esperar a propósito.;Indicatif;Prétérit;hacer;él;Il a fait exprès de me faire attendre.;https://audio.tatoeba.org/sentences/spa/730521.mp3;il fit;hizo;1
743355;Esta noticia la hizo feliz.;Indicatif;Prétérit;hacer;él;Cette nouvelle la rendit heureuse.;https://audio.tatoeba.org/sentences/spa/743355.mp3;il fit;hizo;1
745556;No sé quién hizo el pastel.;Indicatif;Prétérit;hacer;él;J'ignore qui a confectionné le gâteau.;https://audio.tatoeba.org/sentences/spa/745556.mp3;il fit;hizo;1
755827;Adoptar la nueva política fue lo mejor que hizo esta compañía.;Indicatif;Prétérit;hacer;él;Adopter la nouvelle politique est la meilleure chose que cette compagnie ait faite.;https://audio.tatoeba.org/sentences/spa/755827.mp3;il fit;hizo;1
771882;¿Qué le hizo cambiar de idea?;Indicatif;Prétérit;hacer;él;Qu'est-ce qui lui a fait changer d'avis ?;https://audio.tatoeba.org/sentences/spa/771882.mp3;il fit;hizo;1
791069;La chica no hizo nada de lo que había dicho.;Indicatif;Prétérit;hacer;él;La fille n'a rien fait de ce que j'avais dit.;https://audio.tatoeba.org/sentences/spa/791069.mp3;il fit;hizo;1
800823;Me hizo quedar como un mentiroso.;Indicatif;Prétérit;hacer;él;Il m'a fait passer pour un menteur.;https://audio.tatoeba.org/sentences/spa/800823.mp3;il fit;hizo;1
802054;Lucy hizo felices a sus padres.;Indicatif;Prétérit;hacer;él;Lucie a rendu ses parents heureux.;https://audio.tatoeba.org/sentences/spa/802054.mp3;il fit;hizo;1
825103;Lo hizo él mismo.;Indicatif;Prétérit;hacer;él;Il l'a fait tout seul.;https://audio.tatoeba.org/sentences/spa/825103.mp3;il fit;hizo;1
836688;El examen que hizo la semana pasada era muy difícil.;Indicatif;Prétérit;hacer;él;L'examen qu'il a passé la semaine dernière était très difficile.;https://audio.tatoeba.org/sentences/spa/836688.mp3;il fit;hizo;1
852972;No hizo caso del consejo de su amigo.;Indicatif;Prétérit;hacer;él;Il ne tint aucun compte du conseil de son ami.;https://audio.tatoeba.org/sentences/spa/852972.mp3;il fit;hizo;1
854118;Hizo lo que le dije que hiciese.;Indicatif;Prétérit;hacer;él;Il fit ce que je lui dis de faire.;https://audio.tatoeba.org/sentences/spa/854118.mp3;il fit;hizo;1
855524;¿Sabes quién hizo este dibujo?;Indicatif;Prétérit;hacer;él;Sais-tu qui a peint ce tableau ?;https://audio.tatoeba.org/sentences/spa/855524.mp3;il fit;hizo;1
862819;El muchacho hizo grandes esfuerzos para resolver el cuestionario.;Indicatif;Prétérit;hacer;él;Le garçon se donna du mal pour résoudre le questionnaire.;https://audio.tatoeba.org/sentences/spa/862819.mp3;il fit;hizo;1
863677;Hizo oídos sordos a mis ruegos.;Indicatif;Prétérit;hacer;él;Il était sourd à mes appels.;https://audio.tatoeba.org/sentences/spa/863677.mp3;il fit;hizo;1
865269;Mi madre me hizo estudiar.;Indicatif;Prétérit;hacer;él;Ma mère m'a poussé à étudier.;https://audio.tatoeba.org/sentences/spa/865269.mp3;il fit;hizo;1
868464;Nuestro equipo lo hizo muy bien.;Indicatif;Prétérit;hacer;él;Notre équipe s'est très bien débrouillée.;https://audio.tatoeba.org/sentences/spa/868464.mp3;il fit;hizo;1
873672;El profesor me hizo repetir la oración.;Indicatif;Prétérit;hacer;él;L'instituteur me fit répéter la phrase.;https://audio.tatoeba.org/sentences/spa/873672.mp3;il fit;hizo;1
890682;Ella prometió casarse con él, pero no lo hizo.;Indicatif;Prétérit;hacer;él;Elle avait promis de se marier avec lui mais elle ne l'a pas fait.;https://audio.tatoeba.org/sentences/spa/890682.mp3;il fit;hizo;1
901961;Ella hizo como si no supiera nada.;Indicatif;Prétérit;hacer;él;Elle a fait comme si elle ne savait rien.;https://audio.tatoeba.org/sentences/spa/901961.mp3;il fit;hizo;1
916786;Dijo que correría 200 kilómetros en un día y lo hizo.;Indicatif;Prétérit;hacer;él;Il a dit qu'il pouvait courir 200 kilomètres en une journée et il l'a fait.;https://audio.tatoeba.org/sentences/spa/916786.mp3;il fit;hizo;1
940809;¿Qué te hizo pensar eso?;Indicatif;Prétérit;hacer;él;Qu'est-ce qui vous fait penser ainsi ?;https://audio.tatoeba.org/sentences/spa/940809.mp3;il fit;hizo;1
944032;Ella lo hizo cuidadosamente.;Indicatif;Prétérit;hacer;él;Elle le fit soigneusement.;https://audio.tatoeba.org/sentences/spa/944032.mp3;il fit;hizo;1
947267;El chico hizo felices a sus padres.;Indicatif;Prétérit;hacer;él;Le garçon rendait ses parents heureux.;https://audio.tatoeba.org/sentences/spa/947267.mp3;il fit;hizo;1
959501;A pesar de su poca edad, hizo un buen trabajo.;Indicatif;Prétérit;hacer;él;Il a fait un très bon travail, malgré son jeune âge.;https://audio.tatoeba.org/sentences/spa/959501.mp3;il fit;hizo;1
959634;Ella lo hizo a propósito.;Indicatif;Prétérit;hacer;él;Elle l'a fait exprès.;https://audio.tatoeba.org/sentences/spa/959634.mp3;il fit;hizo;1
961301;Ella le hizo una tarta de manzana a su marido.;Indicatif;Prétérit;hacer;él;Elle a fait cuire une tarte aux pommes pour son mari.;https://audio.tatoeba.org/sentences/spa/961301.mp3;il fit;hizo;1
963064;Él hizo una pausa para fumarse un cigarro.;Indicatif;Prétérit;hacer;él;Il s'est arrêté pour avoir une cigarette.;https://audio.tatoeba.org/sentences/spa/963064.mp3;il fit;hizo;1
966889;Mamá me hizo un traje nuevo.;Indicatif;Prétérit;hacer;él;Mère m'a confectionné un nouveau costume.;https://audio.tatoeba.org/sentences/spa/966889.mp3;il fit;hizo;1
967661;Hizo todo lo que pudo por pasar el examen.;Indicatif;Prétérit;hacer;él;Il a fait tout son possible pour réussir l'examen.;https://audio.tatoeba.org/sentences/spa/967661.mp3;il fit;hizo;1
968863;Cartago no se hizo en un día.;Indicatif;Prétérit;hacer;él;Rome ne s’est pas faite en un jour.;https://audio.tatoeba.org/sentences/spa/968863.mp3;il fit;hizo;1
972149;Ella hizo un gran esfuerzo por aprobar el examen.;Indicatif;Prétérit;hacer;él;Elle s'est donné du mal pour réussir son examen.;https://audio.tatoeba.org/sentences/spa/972149.mp3;il fit;hizo;1
978751;Hace un par de días hizo viento.;Indicatif;Prétérit;hacer;él;Il y a deux jours, le vent soufflait.;https://audio.tatoeba.org/sentences/spa/978751.mp3;il fit;hizo;1
991330;La botella se hizo pedazos.;Indicatif;Prétérit;hacer;él;La bouteille se brisa en morceaux.;https://audio.tatoeba.org/sentences/spa/991330.mp3;il fit;hizo;1
998331;Ella le hizo un hombre.;Indicatif;Prétérit;hacer;él;Elle a fait de lui un homme.;https://audio.tatoeba.org/sentences/spa/998331.mp3;il fit;hizo;1
998353;Ayer hizo mal tiempo.;Indicatif;Prétérit;hacer;él;Hier, nous avons eu du mauvais temps.;https://audio.tatoeba.org/sentences/spa/998353.mp3;il fit;hizo;1
1001462;¿Sabes lo que hizo?;Indicatif;Prétérit;hacer;él;Savez-vous ce qu'il a fait ?;https://audio.tatoeba.org/sentences/spa/1001462.mp3;il fit;hizo;1
1017973;Se hizo a un lado para dejarlo pasar.;Indicatif;Prétérit;hacer;él;Il s'écarta afin de la laisser passer.;https://audio.tatoeba.org/sentences/spa/1017973.mp3;il fit;hizo;1
1049335;La nave espacial hizo un aterrizaje perfecto.;Indicatif;Prétérit;hacer;él;La vaisseau spatial a effectué un atterrissage parfait.;https://audio.tatoeba.org/sentences/spa/1049335.mp3;il fit;hizo;1
1055524;Ella hizo de mí una estrella.;Indicatif;Prétérit;hacer;él;Elle a fait de moi une étoile.;https://audio.tatoeba.org/sentences/spa/1055524.mp3;il fit;hizo;1
1057595;Él no dijo nada, lo cual le hizo enfadar.;Indicatif;Prétérit;hacer;él;Il ne dit rien, ce qui la mit en colère.;https://audio.tatoeba.org/sentences/spa/1057595.mp3;il fit;hizo;1
1059015;Él me hizo cantar.;Indicatif;Prétérit;hacer;él;Il m'a fait chanter.;https://audio.tatoeba.org/sentences/spa/1059015.mp3;il fit;hizo;1
1059973;Al caer se hizo daño en la rodilla.;Indicatif;Prétérit;hacer;él;Il se blessa le genou en tombant.;https://audio.tatoeba.org/sentences/spa/1059973.mp3;il fit;hizo;1
1063197;Ella se hizo profesora.;Indicatif;Prétérit;hacer;él;Elle est devenue professeur.;https://audio.tatoeba.org/sentences/spa/1063197.mp3;il fit;hizo;1
1067522;Él se hizo policía.;Indicatif;Prétérit;hacer;él;Il est devenu policier.;https://audio.tatoeba.org/sentences/spa/1067522.mp3;il fit;hizo;1
1069636;Ella nos hizo muchas preguntas.;Indicatif;Prétérit;hacer;él;Elle nous a posé plusieurs questions.;https://audio.tatoeba.org/sentences/spa/1069636.mp3;il fit;hizo;1
1116051;La mejor torta entre las que he comido hasta ahora es una que hizo mi mamá.;Indicatif;Prétérit;hacer;él;Les meilleurs gâteaux que je n'ai jamais mangés sont ceux que faisait ma mère.;https://audio.tatoeba.org/sentences/spa/1116051.mp3;il fit;hizo;1
1119880;Ella le ignoraba hasta que se hizo rico.;Indicatif;Prétérit;hacer;él;Elle l'ignora jusqu'à ce qu'il devienne riche.;https://audio.tatoeba.org/sentences/spa/1119880.mp3;il fit;hizo;1
1143482;Me hizo esperar mucho.;Indicatif;Prétérit;hacer;él;Il m'a fait attendre longtemps.;https://audio.tatoeba.org/sentences/spa/1143482.mp3;il fit;hizo;1
1147984;Ella le hizo limpiar su habitación.;Indicatif;Prétérit;hacer;él;Elle lui fit nettoyer sa chambre.;https://audio.tatoeba.org/sentences/spa/1147984.mp3;il fit;hizo;1
1154077;Tom hizo todo lo que pudo, pero no lo logró.;Indicatif;Prétérit;hacer;él;Tom a fait de son mieux, mais il a échoué.;https://audio.tatoeba.org/sentences/spa/1154077.mp3;il fit;hizo;1
1168823;Él nos hizo de guía.;Indicatif;Prétérit;hacer;él;Il nous fit office de guide.;https://audio.tatoeba.org/sentences/spa/1168823.mp3;il fit;hizo;1
1184020;Lo hizo mi hermano.;Indicatif;Prétérit;hacer;él;Mon frère l'a fait.;https://audio.tatoeba.org/sentences/spa/1184020.mp3;il fit;hizo;1
1185554;Lo hizo sin que yo lo supiera.;Indicatif;Prétérit;hacer;él;Il l'a fait sans que je le sache.;https://audio.tatoeba.org/sentences/spa/1185554.mp3;il fit;hizo;1
